"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M11","Bulgaria","Total","Total","From 35 to 64 years","First time applicant","Person","225"
"2015M11","Bulgaria","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M11","Bulgaria","Total","Total","65 years or over","First time applicant","Person","10"
"2015M11","Czech Republic","Total","Total","Less than 14 years","Asylum applicant","Person","20"
"2015M11","Czech Republic","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M11","Czech Republic","Total","Total","From 14 to 17 years","Asylum applicant","Person","10"
"2015M11","Czech Republic","Total","Total","From 14 to 17 years","First time applicant","Person","10"
"2015M11","Czech Republic","Total","Total","From 18 to 34 years","Asylum applicant","Person","70"
"2015M11","Czech Republic","Total","Total","From 18 to 34 years","First time applicant","Person","60"
"2015M11","Czech Republic","Total","Total","From 35 to 64 years","Asylum applicant","Person","40"
"2015M11","Czech Republic","Total","Total","From 35 to 64 years","First time applicant","Person","25"
"2015M11","Czech Republic","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M11","Czech Republic","Total","Total","65 years or over","First time applicant","Person","5"
"2015M11","Denmark","Total","Total","Less than 14 years","Asylum applicant","Person","1 130"
"2015M11","Denmark","Total","Total","Less than 14 years","First time applicant","Person","1 130"
"2015M11","Denmark","Total","Total","From 14 to 17 years","Asylum applicant","Person","635"
"2015M11","Denmark","Total","Total","From 14 to 17 years","First time applicant","Person","635"
"2015M11","Denmark","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 455"
"2015M11","Denmark","Total","Total","From 18 to 34 years","First time applicant","Person","2 445"
"2015M11","Denmark","Total","Total","From 35 to 64 years","Asylum applicant","Person","775"
"2015M11","Denmark","Total","Total","From 35 to 64 years","First time applicant","Person","775"
"2015M11","Denmark","Total","Total","65 years or over","Asylum applicant","Person","35"
"2015M11","Denmark","Total","Total","65 years or over","First time applicant","Person","35"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","Asylum applicant","Person","14 035"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","First time applicant","Person","13 535"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","Asylum applicant","Person","3 330"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","First time applicant","Person","3 235"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","Asylum applicant","Person","31 105"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","First time applicant","Person","30 355"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","Asylum applicant","Person","10 885"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","First time applicant","Person","10 315"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","Asylum applicant","Person","260"
"2015M11","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","First time applicant","Person","245"
"2015M11","Estonia","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M11","Estonia","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M11","Estonia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M11","Estonia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M11","Estonia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M11","Estonia","Total","Total","From 18 to 34 years","First time applicant","Person","0"
"2015M11","Estonia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M11","Estonia","Total","Total","From 35 to 64 years","First time applicant","Person","0"
"2015M11","Estonia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Estonia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Ireland","Total","Total","Less than 14 years","Asylum applicant","Person","30"
"2015M11","Ireland","Total","Total","Less than 14 years","First time applicant","Person","30"
"2015M11","Ireland","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M11","Ireland","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M11","Ireland","Total","Total","From 18 to 34 years","Asylum applicant","Person","180"
"2015M11","Ireland","Total","Total","From 18 to 34 years","First time applicant","Person","180"
"2015M11","Ireland","Total","Total","From 35 to 64 years","Asylum applicant","Person","70"
"2015M11","Ireland","Total","Total","From 35 to 64 years","First time applicant","Person","70"
"2015M11","Ireland","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M11","Ireland","Total","Total","65 years or over","First time applicant","Person","5"
"2015M11","Greece","Total","Total","Less than 14 years","Asylum applicant","Person","165"
"2015M11","Greece","Total","Total","Less than 14 years","First time applicant","Person","165"
"2015M11","Greece","Total","Total","From 14 to 17 years","Asylum applicant","Person","55"
"2015M11","Greece","Total","Total","From 14 to 17 years","First time applicant","Person","50"
"2015M11","Greece","Total","Total","From 18 to 34 years","Asylum applicant","Person","670"
"2015M11","Greece","Total","Total","From 18 to 34 years","First time applicant","Person","540"
"2015M11","Greece","Total","Total","From 35 to 64 years","Asylum applicant","Person","280"
"2015M11","Greece","Total","Total","From 35 to 64 years","First time applicant","Person","240"
"2015M11","Greece","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M11","Greece","Total","Total","65 years or over","First time applicant","Person","10"
"2015M11","Spain","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M11","Spain","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M11","Spain","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M11","Spain","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M11","Spain","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M11","Spain","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M11","Spain","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M11","Spain","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M11","Spain","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M11","Spain","Total","Total","65 years or over","First time applicant","Person",":"
"2015M11","France","Total","Total","Less than 14 years","Asylum applicant","Person","1 095"
"2015M11","France","Total","Total","Less than 14 years","First time applicant","Person","1 090"
"2015M11","France","Total","Total","From 14 to 17 years","Asylum applicant","Person","185"
"2015M11","France","Total","Total","From 14 to 17 years","First time applicant","Person","185"
"2015M11","France","Total","Total","From 18 to 34 years","Asylum applicant","Person","4 295"
"2015M11","France","Total","Total","From 18 to 34 years","First time applicant","Person","4 160"
"2015M11","France","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 720"
"2015M11","France","Total","Total","From 35 to 64 years","First time applicant","Person","1 630"
"2015M11","France","Total","Total","65 years or over","Asylum applicant","Person","75"
"2015M11","France","Total","Total","65 years or over","First time applicant","Person","75"
"2015M11","Croatia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M11","Croatia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M11","Croatia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M11","Croatia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M11","Croatia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M11","Croatia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M11","Croatia","Total","Total","From 35 to 64 years","Asylum applicant","Person","10"
"2015M11","Croatia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M11","Croatia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Croatia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Italy","Total","Total","Less than 14 years","Asylum applicant","Person","350"
"2015M11","Italy","Total","Total","Less than 14 years","First time applicant","Person","350"
"2015M11","Italy","Total","Total","From 14 to 17 years","Asylum applicant","Person","510"
"2015M11","Italy","Total","Total","From 14 to 17 years","First time applicant","Person","510"
"2015M11","Italy","Total","Total","From 18 to 34 years","Asylum applicant","Person","6 600"
"2015M11","Italy","Total","Total","From 18 to 34 years","First time applicant","Person","6 540"
"2015M11","Italy","Total","Total","From 35 to 64 years","Asylum applicant","Person","895"
"2015M11","Italy","Total","Total","From 35 to 64 years","First time applicant","Person","865"
"2015M11","Italy","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M11","Italy","Total","Total","65 years or over","First time applicant","Person","5"
"2015M11","Cyprus","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M11","Cyprus","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M11","Cyprus","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M11","Cyprus","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M11","Cyprus","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M11","Cyprus","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M11","Cyprus","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M11","Cyprus","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M11","Cyprus","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M11","Cyprus","Total","Total","65 years or over","First time applicant","Person",":"
"2015M11","Latvia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M11","Latvia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M11","Latvia","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M11","Latvia","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M11","Latvia","Total","Total","From 18 to 34 years","Asylum applicant","Person","0"
"2015M11","Latvia","Total","Total","From 18 to 34 years","First time applicant","Person","0"
"2015M11","Latvia","Total","Total","From 35 to 64 years","Asylum applicant","Person","0"
"2015M11","Latvia","Total","Total","From 35 to 64 years","First time applicant","Person","0"
"2015M11","Latvia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Latvia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Lithuania","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M11","Lithuania","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M11","Lithuania","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M11","Lithuania","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M11","Lithuania","Total","Total","From 18 to 34 years","Asylum applicant","Person","15"
"2015M11","Lithuania","Total","Total","From 18 to 34 years","First time applicant","Person","10"
"2015M11","Lithuania","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M11","Lithuania","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M11","Lithuania","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Lithuania","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Luxembourg","Total","Total","Less than 14 years","Asylum applicant","Person","120"
"2015M11","Luxembourg","Total","Total","Less than 14 years","First time applicant","Person","120"
"2015M11","Luxembourg","Total","Total","From 14 to 17 years","Asylum applicant","Person","30"
"2015M11","Luxembourg","Total","Total","From 14 to 17 years","First time applicant","Person","30"
"2015M11","Luxembourg","Total","Total","From 18 to 34 years","Asylum applicant","Person","180"
"2015M11","Luxembourg","Total","Total","From 18 to 34 years","First time applicant","Person","180"
"2015M11","Luxembourg","Total","Total","From 35 to 64 years","Asylum applicant","Person","90"
"2015M11","Luxembourg","Total","Total","From 35 to 64 years","First time applicant","Person","90"
"2015M11","Luxembourg","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Luxembourg","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Hungary","Total","Total","Less than 14 years","Asylum applicant","Person","45"
"2015M11","Hungary","Total","Total","Less than 14 years","First time applicant","Person","40"
"2015M11","Hungary","Total","Total","From 14 to 17 years","Asylum applicant","Person","25"
"2015M11","Hungary","Total","Total","From 14 to 17 years","First time applicant","Person","20"
"2015M11","Hungary","Total","Total","From 18 to 34 years","Asylum applicant","Person","200"
"2015M11","Hungary","Total","Total","From 18 to 34 years","First time applicant","Person","100"
"2015M11","Hungary","Total","Total","From 35 to 64 years","Asylum applicant","Person","55"
"2015M11","Hungary","Total","Total","From 35 to 64 years","First time applicant","Person","35"
"2015M11","Hungary","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M11","Hungary","Total","Total","65 years or over","First time applicant","Person","5"
"2015M11","Malta","Total","Total","Less than 14 years","Asylum applicant","Person","40"
"2015M11","Malta","Total","Total","Less than 14 years","First time applicant","Person","40"
"2015M11","Malta","Total","Total","From 14 to 17 years","Asylum applicant","Person","10"
"2015M11","Malta","Total","Total","From 14 to 17 years","First time applicant","Person","10"
"2015M11","Malta","Total","Total","From 18 to 34 years","Asylum applicant","Person","105"
"2015M11","Malta","Total","Total","From 18 to 34 years","First time applicant","Person","100"
"2015M11","Malta","Total","Total","From 35 to 64 years","Asylum applicant","Person","40"
"2015M11","Malta","Total","Total","From 35 to 64 years","First time applicant","Person","40"
"2015M11","Malta","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Malta","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Netherlands","Total","Total","Less than 14 years","Asylum applicant","Person","1 040"
"2015M11","Netherlands","Total","Total","Less than 14 years","First time applicant","Person","1 020"
"2015M11","Netherlands","Total","Total","From 14 to 17 years","Asylum applicant","Person","725"
"2015M11","Netherlands","Total","Total","From 14 to 17 years","First time applicant","Person","715"
"2015M11","Netherlands","Total","Total","From 18 to 34 years","Asylum applicant","Person","3 215"
"2015M11","Netherlands","Total","Total","From 18 to 34 years","First time applicant","Person","3 150"
"2015M11","Netherlands","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 320"
"2015M11","Netherlands","Total","Total","From 35 to 64 years","First time applicant","Person","1 285"
"2015M11","Netherlands","Total","Total","65 years or over","Asylum applicant","Person","60"
"2015M11","Netherlands","Total","Total","65 years or over","First time applicant","Person","60"
"2015M11","Austria","Total","Total","Less than 14 years","Asylum applicant","Person","3 145"
"2015M11","Austria","Total","Total","Less than 14 years","First time applicant","Person","3 095"
"2015M11","Austria","Total","Total","From 14 to 17 years","Asylum applicant","Person","1 920"
"2015M11","Austria","Total","Total","From 14 to 17 years","First time applicant","Person","1 900"
"2015M11","Austria","Total","Total","From 18 to 34 years","Asylum applicant","Person","5 120"
"2015M11","Austria","Total","Total","From 18 to 34 years","First time applicant","Person","4 975"
"2015M11","Austria","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 680"
"2015M11","Austria","Total","Total","From 35 to 64 years","First time applicant","Person","1 630"
"2015M11","Austria","Total","Total","65 years or over","Asylum applicant","Person","65"
"2015M11","Austria","Total","Total","65 years or over","First time applicant","Person","55"
"2015M11","Poland","Total","Total","Less than 14 years","Asylum applicant","Person","550"
"2015M11","Poland","Total","Total","Less than 14 years","First time applicant","Person","490"
"2015M11","Poland","Total","Total","From 14 to 17 years","Asylum applicant","Person","55"
"2015M11","Poland","Total","Total","From 14 to 17 years","First time applicant","Person","50"
"2015M11","Poland","Total","Total","From 18 to 34 years","Asylum applicant","Person","410"
"2015M11","Poland","Total","Total","From 18 to 34 years","First time applicant","Person","360"
"2015M11","Poland","Total","Total","From 35 to 64 years","Asylum applicant","Person","245"
"2015M11","Poland","Total","Total","From 35 to 64 years","First time applicant","Person","190"
"2015M11","Poland","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M11","Poland","Total","Total","65 years or over","First time applicant","Person","5"
"2015M11","Portugal","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M11","Portugal","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M11","Portugal","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M11","Portugal","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M11","Portugal","Total","Total","From 18 to 34 years","Asylum applicant","Person","40"
"2015M11","Portugal","Total","Total","From 18 to 34 years","First time applicant","Person","40"
"2015M11","Portugal","Total","Total","From 35 to 64 years","Asylum applicant","Person","15"
"2015M11","Portugal","Total","Total","From 35 to 64 years","First time applicant","Person","15"
"2015M11","Portugal","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Portugal","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Romania","Total","Total","Less than 14 years","Asylum applicant","Person","15"
"2015M11","Romania","Total","Total","Less than 14 years","First time applicant","Person","15"
"2015M11","Romania","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M11","Romania","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M11","Romania","Total","Total","From 18 to 34 years","Asylum applicant","Person","50"
"2015M11","Romania","Total","Total","From 18 to 34 years","First time applicant","Person","50"
"2015M11","Romania","Total","Total","From 35 to 64 years","Asylum applicant","Person","15"
"2015M11","Romania","Total","Total","From 35 to 64 years","First time applicant","Person","15"
"2015M11","Romania","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Romania","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Slovenia","Total","Total","Less than 14 years","Asylum applicant","Person","10"
"2015M11","Slovenia","Total","Total","Less than 14 years","First time applicant","Person","10"
"2015M11","Slovenia","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M11","Slovenia","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M11","Slovenia","Total","Total","From 18 to 34 years","Asylum applicant","Person","25"
"2015M11","Slovenia","Total","Total","From 18 to 34 years","First time applicant","Person","20"
"2015M11","Slovenia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M11","Slovenia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M11","Slovenia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Slovenia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Slovakia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M11","Slovakia","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M11","Slovakia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M11","Slovakia","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M11","Slovakia","Total","Total","From 18 to 34 years","Asylum applicant","Person","10"
"2015M11","Slovakia","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M11","Slovakia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M11","Slovakia","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M11","Slovakia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Slovakia","Total","Total","65 years or over","First time applicant","Person",":"
"2015M11","Finland","Total","Total","Less than 14 years","Asylum applicant","Person","1 065"
"2015M11","Finland","Total","Total","Less than 14 years","First time applicant","Person","1 060"
"2015M11","Finland","Total","Total","From 14 to 17 years","Asylum applicant","Person","1 195"
"2015M11","Finland","Total","Total","From 14 to 17 years","First time applicant","Person","1 195"
"2015M11","Finland","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 705"
"2015M11","Finland","Total","Total","From 18 to 34 years","First time applicant","Person","2 685"
"2015M11","Finland","Total","Total","From 35 to 64 years","Asylum applicant","Person","725"
"2015M11","Finland","Total","Total","From 35 to 64 years","First time applicant","Person","720"
"2015M11","Finland","Total","Total","65 years or over","Asylum applicant","Person","20"
"2015M11","Finland","Total","Total","65 years or over","First time applicant","Person","20"
"2015M11","Sweden","Total","Total","Less than 14 years","Asylum applicant","Person","9 055"
"2015M11","Sweden","Total","Total","Less than 14 years","First time applicant","Person","8 985"
"2015M11","Sweden","Total","Total","From 14 to 17 years","Asylum applicant","Person","9 065"
"2015M11","Sweden","Total","Total","From 14 to 17 years","First time applicant","Person","9 040"
"2015M11","Sweden","Total","Total","From 18 to 34 years","Asylum applicant","Person","13 245"
"2015M11","Sweden","Total","Total","From 18 to 34 years","First time applicant","Person","12 995"
"2015M11","Sweden","Total","Total","From 35 to 64 years","Asylum applicant","Person","4 960"
"2015M11","Sweden","Total","Total","From 35 to 64 years","First time applicant","Person","4 800"
"2015M11","Sweden","Total","Total","65 years or over","Asylum applicant","Person","270"
"2015M11","Sweden","Total","Total","65 years or over","First time applicant","Person","265"
"2015M11","United Kingdom","Total","Total","Less than 14 years","Asylum applicant","Person","365"
"2015M11","United Kingdom","Total","Total","Less than 14 years","First time applicant","Person","360"
"2015M11","United Kingdom","Total","Total","From 14 to 17 years","Asylum applicant","Person","325"
"2015M11","United Kingdom","Total","Total","From 14 to 17 years","First time applicant","Person","320"
"2015M11","United Kingdom","Total","Total","From 18 to 34 years","Asylum applicant","Person","1 920"
"2015M11","United Kingdom","Total","Total","From 18 to 34 years","First time applicant","Person","1 900"
"2015M11","United Kingdom","Total","Total","From 35 to 64 years","Asylum applicant","Person","675"
"2015M11","United Kingdom","Total","Total","From 35 to 64 years","First time applicant","Person","675"
"2015M11","United Kingdom","Total","Total","65 years or over","Asylum applicant","Person","30"
"2015M11","United Kingdom","Total","Total","65 years or over","First time applicant","Person","30"
"2015M11","Iceland","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M11","Iceland","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M11","Iceland","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M11","Iceland","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M11","Iceland","Total","Total","From 18 to 34 years","Asylum applicant","Person","25"
"2015M11","Iceland","Total","Total","From 18 to 34 years","First time applicant","Person","25"
"2015M11","Iceland","Total","Total","From 35 to 64 years","Asylum applicant","Person","10"
"2015M11","Iceland","Total","Total","From 35 to 64 years","First time applicant","Person","10"
"2015M11","Iceland","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Iceland","Total","Total","65 years or over","First time applicant","Person","0"
"2015M11","Liechtenstein","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M11","Liechtenstein","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M11","Liechtenstein","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M11","Liechtenstein","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M11","Liechtenstein","Total","Total","From 18 to 34 years","Asylum applicant","Person","0"
"2015M11","Liechtenstein","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M11","Liechtenstein","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M11","Liechtenstein","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M11","Liechtenstein","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M11","Liechtenstein","Total","Total","65 years or over","First time applicant","Person",":"
"2015M11","Norway","Total","Total","Less than 14 years","Asylum applicant","Person","1 480"
"2015M11","Norway","Total","Total","Less than 14 years","First time applicant","Person","1 480"
"2015M11","Norway","Total","Total","From 14 to 17 years","Asylum applicant","Person","1 290"
"2015M11","Norway","Total","Total","From 14 to 17 years","First time applicant","Person","1 290"
"2015M11","Norway","Total","Total","From 18 to 34 years","Asylum applicant","Person","4 185"
"2015M11","Norway","Total","Total","From 18 to 34 years","First time applicant","Person","4 150"
"2015M11","Norway","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 175"
"2015M11","Norway","Total","Total","From 35 to 64 years","First time applicant","Person","1 160"
"2015M11","Norway","Total","Total","65 years or over","Asylum applicant","Person","30"
"2015M11","Norway","Total","Total","65 years or over","First time applicant","Person","30"
"2015M11","Switzerland","Total","Total","Less than 14 years","Asylum applicant","Person","1 300"
"2015M11","Switzerland","Total","Total","Less than 14 years","First time applicant","Person","1 280"
"2015M11","Switzerland","Total","Total","From 14 to 17 years","Asylum applicant","Person","535"
"2015M11","Switzerland","Total","Total","From 14 to 17 years","First time applicant","Person","535"
"2015M11","Switzerland","Total","Total","From 18 to 34 years","Asylum applicant","Person","3 120"
"2015M11","Switzerland","Total","Total","From 18 to 34 years","First time applicant","Person","3 065"
"2015M11","Switzerland","Total","Total","From 35 to 64 years","Asylum applicant","Person","705"
"2015M11","Switzerland","Total","Total","From 35 to 64 years","First time applicant","Person","660"
"2015M11","Switzerland","Total","Total","65 years or over","Asylum applicant","Person","30"
"2015M11","Switzerland","Total","Total","65 years or over","First time applicant","Person","25"
"2015M12","European Union (28 countries)","Total","Total","Less than 14 years","Asylum applicant","Person","18 940"
"2015M12","European Union (28 countries)","Total","Total","Less than 14 years","First time applicant","Person","18 350"
"2015M12","European Union (28 countries)","Total","Total","From 14 to 17 years","Asylum applicant","Person","8 405"
"2015M12","European Union (28 countries)","Total","Total","From 14 to 17 years","First time applicant","Person","8 260"
"2015M12","European Union (28 countries)","Total","Total","From 18 to 34 years","Asylum applicant","Person","42 585"
"2015M12","European Union (28 countries)","Total","Total","From 18 to 34 years","First time applicant","Person","41 325"
"2015M12","European Union (28 countries)","Total","Total","From 35 to 64 years","Asylum applicant","Person","14 355"
"2015M12","European Union (28 countries)","Total","Total","From 35 to 64 years","First time applicant","Person","13 490"
"2015M12","European Union (28 countries)","Total","Total","65 years or over","Asylum applicant","Person","490"
"2015M12","European Union (28 countries)","Total","Total","65 years or over","First time applicant","Person","475"
"2015M12","Belgium","Total","Total","Less than 14 years","Asylum applicant","Person","975"
"2015M12","Belgium","Total","Total","Less than 14 years","First time applicant","Person","900"
"2015M12","Belgium","Total","Total","From 14 to 17 years","Asylum applicant","Person","935"
"2015M12","Belgium","Total","Total","From 14 to 17 years","First time applicant","Person","915"
"2015M12","Belgium","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 445"
"2015M12","Belgium","Total","Total","From 18 to 34 years","First time applicant","Person","2 265"
"2015M12","Belgium","Total","Total","From 35 to 64 years","Asylum applicant","Person","850"
"2015M12","Belgium","Total","Total","From 35 to 64 years","First time applicant","Person","720"
"2015M12","Belgium","Total","Total","65 years or over","Asylum applicant","Person","35"
"2015M12","Belgium","Total","Total","65 years or over","First time applicant","Person","30"
"2015M12","Bulgaria","Total","Total","Less than 14 years","Asylum applicant","Person","270"
"2015M12","Bulgaria","Total","Total","Less than 14 years","First time applicant","Person","270"
"2015M12","Bulgaria","Total","Total","From 14 to 17 years","Asylum applicant","Person","215"
"2015M12","Bulgaria","Total","Total","From 14 to 17 years","First time applicant","Person","210"
"2015M12","Bulgaria","Total","Total","From 18 to 34 years","Asylum applicant","Person","1 070"
"2015M12","Bulgaria","Total","Total","From 18 to 34 years","First time applicant","Person","1 045"
"2015M12","Bulgaria","Total","Total","From 35 to 64 years","Asylum applicant","Person","135"
"2015M12","Bulgaria","Total","Total","From 35 to 64 years","First time applicant","Person","125"
"2015M12","Bulgaria","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M12","Bulgaria","Total","Total","65 years or over","First time applicant","Person","10"
"2015M12","Czech Republic","Total","Total","Less than 14 years","Asylum applicant","Person","20"
"2015M12","Czech Republic","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M12","Czech Republic","Total","Total","From 14 to 17 years","Asylum applicant","Person","10"
"2015M12","Czech Republic","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M12","Czech Republic","Total","Total","From 18 to 34 years","Asylum applicant","Person","60"
"2015M12","Czech Republic","Total","Total","From 18 to 34 years","First time applicant","Person","50"
"2015M12","Czech Republic","Total","Total","From 35 to 64 years","Asylum applicant","Person","50"
"2015M12","Czech Republic","Total","Total","From 35 to 64 years","First time applicant","Person","30"
"2015M12","Czech Republic","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M12","Czech Republic","Total","Total","65 years or over","First time applicant","Person","0"
"2015M12","Denmark","Total","Total","Less than 14 years","Asylum applicant","Person","605"
"2015M12","Denmark","Total","Total","Less than 14 years","First time applicant","Person","605"
"2015M12","Denmark","Total","Total","From 14 to 17 years","Asylum applicant","Person","390"
"2015M12","Denmark","Total","Total","From 14 to 17 years","First time applicant","Person","385"
"2015M12","Denmark","Total","Total","From 18 to 34 years","Asylum applicant","Person","1 275"
"2015M12","Denmark","Total","Total","From 18 to 34 years","First time applicant","Person","1 270"
